6.5599	0.84024
12.0313	9.2446
6.8952	9.8041
5.0003	1.471
7.9445	9.785
10.7823	2.752
7.7408	10.434
8.6186	17.0863
8.5753	17.4397
7.0431	19.2899
9.5635	0.80521
5.6866	6.0193
6.7265	7.8527
4.9966	2.3231
5.3667	2.5999
4.0850	2.0766
12.0461	2.6353
3.7919	8.0534
10.592	2.4186
8.9854	6.6346
7.0712	6.1749
8.7816	5.4984
9.2865	19.0336
2.5683	9.8861
6.9831	10.3515
6.1497	10.3881
3.8069	8.168
8.0861	8.1336
5.0849	3.8682
11.6053	9.2022
10.6993	8.2003
7.828	7.848
12.5249	17.6015
7.9213	7.417
6.2875	18.9738
8.6119	1.6527
9.1760	2.2429
2.6593	2.9881
6.7268	2.1201
8.7735	8.7427
7.3983	12.621
12.5232	11.4863
9.4478	5.6491
6.8957	19.6443
8.8391	5.5547
6.2218	11.6934
2.7629	12.9329
2.8521	15.2118
12.4677	6.5112
5.0151	2.4575
8.1086	8.789
6.1941	5.6757
9.4074	7.2566
8.0019	7.2855
8.0007	9.7101
8.01	12.6432
12.151	5.626
7.5736	9.5112
4.9663	9.2526
8.3706	6.8939
11.1797	14.7119
6.7005	10.5435
9.6757	2.4767
7.7418	1.6256
8.0176	7.44
9.284	13.9659
10.68	9.049
5.0436	3.1661
4.13	3.4309
4.2809	2.6996
7.1693	11.2123
7.358	7.3697
7.4786	8.9765
8.6554	7.4181
9.5042	4.3099
12.3515	7.2091
6.2222	11.6129
11.7069	2.914
5.9251	9.4188
7.9537	7.8132
7.0184	7.6673
13.1605	6.6086
8.4897	21.3642
8.2559	6.4758
8.1306	10.9004
7.1042	8.5622
9.2746	8.7202
4.71	6.7385
3.6985	15.8924
9.5409	5.18
10.7042	3.0666
7.8581	7.6212
7.4264	10.0587
7.6485	10.4009
8.4713	7.1579
11.5557	15.0392
7.581	11.4972
10.7262	1.1904
7.583	0.01489
4.4521	3.1115
7.3223	22.7602
7.9624	7.3205
12.5997	1.2476
6.0939	7.7023
5.4305	5.774
11.1506	0.68385
11.4678	2.9957
5.323	3.1669
7.2986	8.1964
11.1375	8.593
7.3927	16.3013
6.9872	6.7273
8.8766	3.8872
6.3778	5.8208
4.9247	19.8075
6.9355	9.8822
3.3097	5.0753
8.5942	11.7346
3.5487	12.8413
5.9194	11.3617
9.0291	16.9891
7.1146	15.9158
7.8812	15.7143
7.9509	8.2959
5.5505	6.0664
8.059	7.7351
7.9573	8.3474
10.047	3.0198
8.097	0.10148
5.3903	20.7577
7.7633	19.5947
7.9041	5.6045
4.555	11.571
6.285	18.359
8.7562	6.6917
6.8119	0.26254
8.2381	5.9359
7.7058	15.0085
4.4014	0.44036
9.7519	16.2445
8.1532	8.5405
7.8099	6.9215
8.5654	14.9245
8.2194	1.6363
13.4235	14.0653
8.2021	16.1812
4.5555	19.2154
7.4907	6.9778
7.1395	9.3113
6.3429	4.2954
4.2616	12.2676
2.9241	15.4083
7.9336	7.2392
8.3884	7.0469
7.9626	9.2122
11.9981	9.9351
4.5824	2.7783
8.1909	7.0567
8.6359	0.74364
6.6487	8.5295
11.2343	4.1793
8.1122	14.0262
5.8834	13.6372
10.9856	6.3141
4.5059	9.72
5.8406	6.8668
8.6351	8.5608
5.3736	1.6546
6.3921	1.1857
8.1821	0.40483
7.6193	6.1172
7.0978	12.2834
11.044	7.2483
3.5398	7.1388
9.7897	1.9301
4.6276	14.5798
5.5013	8.7147
7.4101	0.56794
6.6548	6.1723
8.6304	17.02
8.5633	17.2389
4.6701	18.6797
5.7165	0.91328
4.2814	3.6819
13.218	12.4336
8.0233	7.9973
3.7368	17.0622
7.5624	11.4364
8.0909	22.7604
12.0242	11.2947
3.8784	4.3476
4.5545	2.2951
8.6104	14.421
8.8702	22.5873
12.293	12.7635
4.8162	5.5817
7.2975	10.4028
10.9658	10.9009
7.6459	6.8287
10.6112	6.8858
